,AMC_name,Mutual Fund Name,category,risk_type,fund_rating,return_1yr,return_3yr,return_5yr
493,IDFC,IDFC Asset Allocation Moderate Direct Growth,Other,High Risk,,0.05,7.96,6.57
494,IDFC,IDFC Equity Savings Fund Direct Growth,Hybrid,Low to Moderate Risk,3.0,3.49,7.89,7.17
495,UTI,UTI Fixed Term Income Fund Series XXIII XV (1176 Days) Direct Growth,Debt,Moderate Risk,,7.75,7.88,
496,HSBC,HSBC Conservative Hybrid Fund Direct Growth,Hybrid,Moderately High Risk,3.0,2.01,7.88,6.9
497,Axis,Axis Focused 25 Direct Plan Growth,Equity,Very High Risk,2.0,-15.71,7.82,7.96
498,ICICI,ICICI Prudential Retirement Fund Hybrid Conservative Plan Direct Growth,Solution Oriented,Moderately High Risk,3.0,2.65,7.79,
499,Franklin,Franklin India Life Stage FoF The 40s Plan Direct Growth,Other,Moderately High Risk,1.0,5.74,7.63,6.38
500,HDFC,HDFC Credit Risk Debt Fund Direct Growth,Debt,Moderately High Risk,4.0,4.58,7.62,7.69
501,Union,Union Equity Savings Fund Direct Growth,Hybrid,Moderate Risk,2.0,2.34,7.59,
502,ICICI,ICICI Prudential Credit Risk Fund Direct Plan Growth,Debt,High Risk,4.0,5.73,7.59,8.18
503,ICICI,ICICI Prudential All Seasons Bond Fund Direct Plan Growth,Debt,Moderate Risk,5.0,5.92,7.57,8.11
504,ICICI,ICICI Prudential Equity Savings Fund Direct Growth,Hybrid,Low to Moderate Risk,3.0,7.78,7.55,7.63
505,Tata,Tata Medium Term Fund Direct Growth,Debt,Moderate Risk,4.0,3.59,7.51,3.35
506,DSP,DSP World Energy Fund Direct Plan Growth,Other,Very High Risk,,1.73,7.5,4.95
507,Edelweiss,Edelweiss Government Securities Fund Direct Growth,Debt,Moderate Risk,4.0,3.78,7.47,8.14
508,UTI,UTI Banking & PSU Debt Fund Direct Growth,Debt,Moderate Risk,,10.92,7.45,5.63
509,DSP,DSP Global Allocation Fund Direct Growth,Other,Very High Risk,,-1.88,7.44,7.67
510,DSP,DSP World Gold Fund Direct Plan Growth,Other,Very High Risk,,-1.51,7.36,8.25
511,Motilal,Motilal Oswal Flexi Cap Fund Direct Growth,Equity,Very High Risk,1.0,-4.62,7.36,4.44
512,Baroda,Baroda BNP Paribas Conservative Hybrid Fund Direct Growth,Hybrid,Moderately High Risk,4.0,3.76,7.33,7.34
513,Tata,Tata Retirement Savings Fund Conservative Plan Direct Growth,Solution Oriented,Moderately High Risk,3.0,1.59,7.32,6.65
514,Aditya,Aditya Birla Sun Life Dynamic Bond Retail Fund Direct Growth,Debt,Moderate Risk,4.0,6.97,7.32,5.72
515,BNP,BNP Paribas Short Term Fund Direct Growth,Debt,Moderate Risk,3.0,5.32,7.29,7.32
516,ICICI,ICICI Prudential Medium Term Bond Fund Direct Plan Growth,Debt,Moderately High Risk,4.0,5.36,7.24,7.59
517,ICICI,ICICI Prudential Gilt Fund Direct Plan Growth,Debt,Low to Moderate Risk,5.0,5.59,7.16,8.05
518,Axis,Axis Strategic Bond Fund Direct Growth,Debt,Moderate Risk,4.0,4.84,7.14,7.37
519,Nippon,Nippon IndiaRetirement Fund Income Generation Scheme Direct Growth,Solution Oriented,Moderately High Risk,2.0,4.28,7.14,6.92
520,Tata,Tata Dynamic Bond Direct Growth,Debt,Moderately High Risk,4.0,5.67,7.13,6.6
521,Aditya,Aditya Birla Sun Life Short Term Direct Fund Growth,Debt,Moderate Risk,4.0,5.12,7.11,7.55
522,ICICI,ICICI Prudential Short Term Fund Direct Plan Growth,Debt,Moderate Risk,4.0,5.82,7.07,7.74
523,Axis,Axis Credit Risk Fund Direct Growth,Debt,Moderately High Risk,4.0,5.12,7.04,6.83
524,BHARAT,BHARAT Bond FOF April 2030 Direct Growth,Other,Moderate Risk,,3.93,7.02,
525,UTI,UTI Treasury Advantage Fund Direct Growth,Debt,Low to Moderate Risk,5.0,4.78,6.99,4.78
526,Invesco,Invesco India Equity Savings Fund Direct Growth,Hybrid,Moderately High Risk,2.0,-0.28,6.97,
527,Kotak,Kotak Gilt Investment PF & Trust Direct Growth,Debt,Low to Moderate Risk,4.0,3.93,6.94,8.07
528,Axis,Axis Corporate Debt Fund Direct Growth,Debt,Low to Moderate Risk,5.0,4.62,6.92,7.32
529,Franklin,Franklin India Debt Hybrid Fund Direct Growth,Hybrid,Moderately High Risk,3.0,4.78,6.92,6.71
530,SBI,SBI Magnum Medium Duration Fund Direct Growth,Debt,Moderately High Risk,4.0,4.33,6.88,7.89
531,LIC,LIC MF Debt Hybrid Fund Direct Growth,Hybrid,Moderately High Risk,3.0,2.46,6.88,6.51
532,HDFC,HDFC Dynamic Debt Fund Direct Plan Growth,Debt,Moderate Risk,5.0,3.55,6.88,5.91
533,SBI,SBI Magnum Gilt Fund Direct Growth,Debt,Moderate Risk,5.0,5.38,6.85,7.96
534,SBI,SBI Credit Risk Fund Direct Growth,Debt,High Risk,3.0,5.0,6.83,7.01
535,DSP,DSP Government Securities Direct Plan Growth,Debt,Moderate Risk,4.0,3.8,6.81,8.35
536,Edelweiss,Edelweiss Banking and PSU Debt Fund Direct Growth,Debt,Moderate Risk,2.0,3.8,6.81,7.98
537,Aditya,Aditya Birla Sun Life Income Fund Direct Growth,Debt,Moderate Risk,4.0,3.48,6.75,7.37
538,Aditya,Aditya Birla Sun Life Corporate Bond Fund Direct Growth,Debt,Moderate Risk,4.0,4.53,6.71,7.44
539,Kotak,Kotak Floating Rate Fund Direct Growth,Debt,Low to Moderate Risk,2.0,3.98,6.65,
540,ICICI,ICICI Prudential Retirement Fund Pure Debt Plan Direct Growth,Solution Oriented,Moderately High Risk,3.0,4.36,6.64,
541,SBI,SBI Magnum Income Direct Plan Growth,Debt,Moderately High Risk,4.0,4.43,6.64,7.65
542,HDFC,HDFC Medium Term Debt Fund Direct Plan Growth,Debt,Moderately High Risk,3.0,4.03,6.61,7.34
543,ICICI,ICICI Prudential Corporate Bond Fund Direct Plan Growth,Debt,Low to Moderate Risk,4.0,5.26,6.56,7.36
544,Nippon,Nippon India Floating Rate Fund Direct Growth,Debt,Moderate Risk,3.0,4.31,6.55,7.11
545,Kotak,Kotak Bond Fund Direct Growth,Debt,Low to Moderate Risk,3.0,3.53,6.54,7.43
546,Nippon,Nippon India Ultra Short Duration Fund Direct Growth,Debt,Moderate Risk,5.0,5.46,6.53,5.9
547,Edelweiss,Edelweiss Greater China Equity Off shore Fund Direct Growth,Other,Very High Risk,,-14.1,6.52,7.89
548,Nippon,Nippon India Corporate Bond Fund Direct Growth,Debt,Moderate Risk,5.0,4.97,6.51,7.06
549,IDBI,IDBI Dynamic Bond Fund Direct Growth,Debt,Moderate Risk,3.0,2.06,6.48,5.7
550,Axis,Axis Gilt Fund Direct Plan Growth,Debt,Low to Moderate Risk,4.0,3.29,6.48,7.56
551,HDFC,HDFC Corporate Bond Fund Direct Plan Growth,Debt,Moderate Risk,3.0,3.92,6.48,7.33
552,ICICI,ICICI Prudential Floating Interest Fund Direct Plan Growth,Debt,Low to Moderate Risk,2.0,5.03,6.46,7.25
553,HDFC,HDFC Short Term Debt Fund Direct Plan Growth,Debt,Moderate Risk,3.0,4.36,6.46,7.33
554,Nippon,Nippon India Short Term Fund Direct Growth,Debt,Moderate Risk,4.0,4.27,6.45,7.19
555,Kotak,Kotak Dynamic Bond Fund Direct Growth,Debt,Moderate Risk,4.0,3.74,6.42,7.81
556,Aditya,Aditya Birla Sun Life Government Securities Fund Direct Plan Growth,Debt,Moderate Risk,3.0,3.3,6.42,7.74
557,Axis,Axis Short Term Direct Fund Growth,Debt,Low to Moderate Risk,4.0,4.65,6.41,7.39
558,BHARAT,BHARAT Bond FOF April 2023 Direct Growth,Other,Low Risk,3.0,4.4,6.37,
559,IDFC,IDFC Government Securities Investment Plan Direct Growth,Debt,Moderate Risk,3.0,2.98,6.37,8.26
560,Axis,Axis Dynamic Bond Direct Fund Growth,Debt,Moderate Risk,2.0,3.49,6.35,7.61
561,HSBC,HSBC Medium Duration Fund Direct Growth,Debt,Moderate Risk,3.0,3.92,6.35,6.66
562,IDFC,IDFC Asset Allocation Conservative Direct Growth,Other,Moderately High Risk,3.0,2.18,6.33,6.37
563,Nippon,Nippon India Banking & PSU Debt Fund Direct Growth,Debt,Moderate Risk,3.0,3.87,6.32,7.39
564,Kotak,Kotak Medium Term Fund Direct Growth,Debt,Moderately High Risk,4.0,4.49,6.31,6.72
565,HSBC,HSBC Corporate Bond Direct Growth,Debt,Moderate Risk,1.0,3.33,6.31,7.65
566,ICICI,ICICI Prudential Banking & PSU Debt Direct Growth,Debt,Low to Moderate Risk,5.0,5.26,6.29,7.14
567,ICICI,ICICI Prudential Bond Fund Direct Plan Growth,Debt,Moderate Risk,3.0,4.62,6.29,7.15
568,Aditya,Aditya Birla Sun Life Banking & PSU Debt Fund Direct Growth,Debt,Moderate Risk,4.0,4.26,6.28,7.27
569,SBI,SBI Dynamic Bond Direct Plan Growth,Debt,Moderate Risk,4.0,5.56,6.26,7.65
570,PGIM,PGIM India Corporate Bond Direct Plan Growth,Debt,Low to Moderate Risk,4.0,4.1,6.23,6.87
571,Kotak,Kotak Banking and PSU Debt Fund Direct Growth,Debt,Moderate Risk,3.0,4.3,6.23,7.42
572,Navi,Navi Regular Savings Fund Direct Growth,Hybrid,Moderately High Risk,3.0,4.03,6.18,6.46
573,IDFC,IDFC Corporate Bond Fund Direct Growth,Debt,Low to Moderate Risk,3.0,3.19,6.18,6.82
574,ICICI,ICICI Prudential Debt Management Fund (FOF) Direct Plan Growth,Other,Moderate Risk,4.0,4.85,6.17,6.98
575,HDFC,HDFC Banking and PSU Debt Fund Direct Growth,Debt,Low to Moderate Risk,4.0,4.1,6.16,7.14
576,Kotak,Kotak Bond Short Term Fund Direct Growth,Debt,Low to Moderate Risk,3.0,4.09,6.15,7.27
577,IDFC,IDFC Banking & PSU Debt Fund Direct Growth,Debt,Low to Moderate Risk,5.0,4.08,6.14,7.58
578,IIFL,IIFL Dynamic Bond Fund Direct Growth,Debt,Moderate Risk,4.0,3.9,6.13,6.57
579,Nippon,Nippon India Income Fund Direct Growth,Debt,Moderate Risk,3.0,4.83,6.13,7.55
580,Sundaram,Sundaram Corporate Bond Fund Direct Growth,Debt,Low to Moderate Risk,4.0,4.05,6.12,7.15
581,IDFC,IDFC Dynamic Bond Fund Direct Growth,Debt,Moderate Risk,2.0,2.85,6.12,7.54
582,HDFC,HDFC Floating Rate Debt Fund Direct Plan Growth,Debt,Moderate Risk,4.0,4.82,6.12,6.9
583,UTI,UTI Corporate Bond Fund Direct Growth,Debt,Moderate Risk,3.0,4.02,6.1,
584,DSP,DSP Credit Risk Direct Plan Growth,Debt,Moderate Risk,3.0,8.81,6.1,4.73
585,Tata,Tata Income Fund Direct Growth,Debt,Moderate Risk,3.0,2.35,6.09,6.03
586,Sundaram,Sundaram Short Term Debt Fund Direct Plan Growth,Debt,Low to Moderate Risk,2.0,13.68,6.07,6.42
587,Tata,Tata Banking & PSU Debt Fund Direct Growth,Debt,Low to Moderate Risk,3.0,3.7,6.04,
588,DSP,DSP Strategic Bond Direct Plan Growth,Debt,Low to Moderate Risk,3.0,2.66,6.04,7.19
589,Nippon,Nippon India Gilt Securities Fund Direct Growth,Debt,Moderate Risk,3.0,3.73,6.01,8.06
590,Nippon,Nippon India Gilt Securities Fund Direct Defined Maturity Date Growth,Debt,Moderate Risk,3.0,3.73,6.01,8.06
591,Nippon,Nippon India Dynamic Bond Fund Direct Growth,Debt,Moderate Risk,1.0,3.91,6.01,6.5
592,JM,JM Money Market Fund Direct Plan Growth,Debt,Moderately Low Risk,1.0,4.21,6.0,6.64
593,Nippon,Nippon India Nivesh Lakshya Fund Direct Growth,Debt,Moderate Risk,,5.16,6.0,
594,Edelweiss,Edelweiss ASEAN Equity Off Shore Fund Direct Growth,Other,Very High Risk,,7.93,5.99,4.96
595,Aditya,Aditya Birla Sun Life Low Duration Fund Direct Growth,Debt,Moderate Risk,4.0,5.24,5.97,7.04
596,Tata,Tata Short Term Bond Direct Plan Growth,Debt,Low to Moderate Risk,3.0,4.15,5.95,5.72
597,Aditya,Aditya Birla Sun Life Active Debt Multi Manager FoF Scheme Direct Growth,Other,Moderate Risk,3.0,3.68,5.93,6.78
598,Kotak,Kotak Corporate Bond Fund Direct Growth,Debt,Low to Moderate Risk,3.0,4.18,5.92,7.14
599,SBI,SBI Corporate Bond Fund Direct Growth,Debt,Moderate Risk,3.0,3.97,5.92,
600,IDFC,IDFC All Seasons Bond Fund Direct Growth,Other,Moderate Risk,3.0,3.87,5.91,7.11
601,PGIM,PGIM India Banking & PSU Debt Fund Direct Growth,Debt,Low to Moderate Risk,3.0,3.83,5.91,7.13
602,Principal,Principal Large Cap Fund Direct  Growth,Equity,Very High Risk,4.0,29.59,5.9,8.85
603,HDFC,HDFC Low Duration Fund Direct Plan Growth,Debt,Moderate Risk,4.0,4.89,5.9,6.72
604,Motilal,Motilal Oswal Balance Advantage Fund Direct Growth,Hybrid,Very High Risk,1.0,-1.83,5.9,5.67
605,DSP,DSP Banking & PSU Debt Fund Direct Growth,Debt,Low to Moderate Risk,3.0,3.7,5.86,6.94
606,ICICI,ICICI Prudential Constant Maturity Gilt Fund Direct Growth,Debt,Moderate Risk,,2.38,5.85,8.09
607,Nippon,Nippon India Low Duration Fund Direct Growth,Debt,Low to Moderate Risk,4.0,4.95,5.82,6.54
608,HSBC,HSBC Gilt Fund Direct Growth,Debt,Moderate Risk,3.0,4.14,5.82,7.05
609,Aditya,Aditya Birla Sun Life Floating Rate Direct Fund Growth,Debt,Low to Moderate Risk,5.0,5.14,5.81,6.85
610,HSBC,HSBC Managed Solutions India Conservative Fund Direct Growth,Other,Moderate Risk,2.0,2.67,5.8,5.78
611,Kotak,Kotak Low Duration Fund Direct Growth,Debt,Moderate Risk,3.0,4.75,5.8,6.95
612,SBI,SBI Short Term Debt Fund Direct Growth,Debt,Low to Moderate Risk,3.0,4.27,5.8,6.85
613,Baroda,Baroda BNP Paribas Dynamic Bond Plan Direct Growth,Debt,Moderate Risk,3.0,5.29,5.79,6.15
614,Axis,Axis Banking & PSU Debt Direct Plan Growth,Debt,Low to Moderate Risk,4.0,4.3,5.79,7.25
615,Quantum,Quantum Dynamic Bond Fund Direct Growth,Debt,Low to Moderate Risk,3.0,5.3,5.78,6.61
616,PGIM,PGIM India Gilt Direct Plan Growth,Debt,Moderate Risk,3.0,3.57,5.76,6.91
617,IDBI,IDBI Credit Risk Fund Direct Growth,Debt,Moderately High Risk,3.0,4.59,5.75,3.82
618,UTI,UTI Ultra Short Term Fund Direct Growth,Debt,Moderate Risk,5.0,4.94,5.74,5.74
619,IDFC,IDFC Credit Risk Fund Direct Growth,Debt,Moderately High Risk,3.0,4.41,5.74,6.75
620,IDFC,IDFC Bond Fund Short Term Plan Direct Growth,Debt,Moderate Risk,2.0,3.86,5.73,6.94
621,Invesco,Invesco India Corporate Bond Fund Direct Growth,Debt,Low to Moderate Risk,3.0,3.61,5.73,6.91
622,Canara,Canara Robeco Corporate Bond Fund Direct Growth,Debt,Low to Moderate Risk,3.0,3.82,5.71,6.69
623,Mirae,Mirae Asset Short Term Fund Direct Growth,Debt,Low to Moderate Risk,3.0,4.27,5.7,
624,DSP,DSP Bond Direct Growth,Debt,Moderate Risk,3.0,3.79,5.68,4.96
625,Franklin,Franklin India Corporate Debt Fund Direct Growth,Debt,Low to Moderate Risk,3.0,4.01,5.67,7.08
626,Baroda,Baroda BNP Paribas Short Duration Direct Fund Growth,Debt,Low to Moderate Risk,3.0,4.05,5.66,6.75
627,Invesco,Invesco India Short Term Fund Direct Growth,Debt,Low to Moderate Risk,2.0,3.7,5.65,6.77
628,ICICI,ICICI Prudential Savings Fund Direct Plan Growth,Debt,Low to Moderate Risk,2.0,4.71,5.65,6.68
629,DSP,DSP Short Term Direct Plan Growth,Debt,Low to Moderate Risk,3.0,3.97,5.65,6.74
630,PGIM,PGIM India Short Duration Fund Direct Growth,Debt,Low to Moderate Risk,2.0,4.36,5.64,4.61
631,Canara,Canara Robeco Income Direct Growth,Debt,Moderate Risk,3.0,3.63,5.63,6.92
632,PGIM,PGIM India Dynamic Bond Direct Plan Growth,Debt,Moderate Risk,3.0,4.14,5.62,7.29
633,SBI,SBI Banking and PSU Fund Direct Growth,Debt,Moderate Risk,2.0,3.66,5.61,7.06
634,Baroda,Baroda BNP Paribas Low Duration Fund Direct Growth,Debt,Moderate Risk,3.0,4.63,5.6,6.52
635,ICICI,ICICI Prudential Ultra Short Term Fund Direct Growth,Debt,Moderate Risk,4.0,5.19,5.57,6.77
636,Sundaram,Sundaram Low Duration Fund Direct Growth,Debt,Low to Moderate Risk,3.0,12.58,5.57,6.32
637,HSBC,HSBC Short Duration Fund Direct Growth,Debt,Low to Moderate Risk,2.0,3.57,5.56,6.75
638,Quant,Quant Dynamic Bond Fund Direct Growth,Debt,Low Risk,3.0,4.44,5.55,5.4
639,Franklin,Franklin India Banking & PSU Debt Fund Direct Growth,Debt,Moderate Risk,3.0,3.95,5.55,7.17
640,UTI,UTI Floater Fund Direct Growth,Debt,Low to Moderate Risk,3.0,4.36,5.54,
641,Invesco,Invesco India Credit Risk Fund Direct Growth,Debt,Moderate Risk,2.0,3.87,5.53,3.55
642,Mirae,Mirae Asset Dynamic Bond Fund Direct Growth,Debt,Moderate Risk,2.0,2.92,5.53,7.08
643,Canara,Canara Robeco Gilt Fund Direct Growth,Debt,Moderate Risk,3.0,3.67,5.52,6.67
644,IDFC,IDFC Regular Savings Fund Direct Plan Growth,Hybrid,Moderate Risk,2.0,0.61,5.51,5.48
645,Union,Union Corporate Bond Fund Direct Growth,Debt,Moderate Risk,2.0,3.13,5.51,
646,LIC,LIC MF Govt. Securities Fund Direct Growth,Debt,Moderate Risk,3.0,2.82,5.5,7.47
647,UTI,UTI Gilt Fund Direct Growth,Debt,Moderate Risk,3.0,3.77,5.49,7.02
648,IDFC,IDFC Bond Fund Medium Term Plan Direct Growth,Debt,Moderate Risk,2.0,2.83,5.48,6.71
649,Canara,Canara Robeco Short Duration Fund Direct Growth,Debt,Low to Moderate Risk,3.0,3.8,5.47,6.46
650,Aditya,Aditya Birla Sun Life MNC Direct Fund Growth,Equity,Very High Risk,,-6.13,5.47,4.07
651,Franklin,Franklin India Multi Asset Solution Fund of Funds Direct Growth,Other,Moderately High Risk,1.0,5.52,5.45,4.85
652,Canara,Canara Robeco Dynamic Bond Fund Direct Growth,Debt,Moderate Risk,3.0,4.1,5.44,6.28
653,Axis,Axis Treasury Advantage Direct Fund Growth,Debt,Moderate Risk,4.0,4.84,5.44,6.66
654,HSBC,HSBC Credit Risk Fund Direct Growth,Debt,Moderate Risk,3.0,4.37,5.41,5.14
655,JM,JM Dynamic Bond Fund Direct Growth,Debt,Low to Moderate Risk,4.0,4.56,5.41,6.14
656,HSBC,HSBC Dynamic Bond Fund Direct Growth,Debt,Low to Moderate Risk,3.0,3.93,5.39,6.74
657,LIC,LIC MF Savings Fund Direct Growth,Debt,Low to Moderate Risk,3.0,4.53,5.38,5.59
658,HSBC,HSBC Asia Pacific (Ex Japan) Dividend Yield Fund Direct Growth,Other,Very High Risk,,-5.38,5.38,6.12
659,Aditya,Aditya Birla Sun Life Savings Direct Growth,Debt,Moderate Risk,4.0,5.04,5.36,6.49
660,SBI,SBI Magnum Constant Maturity Fund Direct Growth,Debt,Moderate Risk,,2.7,5.35,7.67
661,HSBC,HSBC Low Duration Fund Direct Growth,Debt,Low to Moderate Risk,3.0,4.77,5.32,5.78
662,Tata,Tata Treasury Advantage Direct Plan Growth,Debt,Low to Moderate Risk,3.0,4.51,5.27,5.18
663,HDFC,HDFC Gilt Fund Direct Plan Growth,Debt,Moderate Risk,2.0,3.05,5.27,6.18
664,HSBC,HSBC Banking and PSU Debt Fund Direct Growth,Debt,Moderate Risk,2.0,2.25,5.26,6.57
665,Tata,Tata Money Market Fund Direct Growth,Debt,Moderate Risk,5.0,5.22,5.25,4.76
666,Baroda,Baroda BNP Paribas Gilt Direct Growth,Debt,Moderate Risk,2.0,3.18,5.24,6.52
667,LIC,LIC MF Short Term Debt Fund Direct Growth,Debt,Moderate Risk,2.0,3.49,5.23,
668,Aditya,Aditya Birla Sun Life Money Manager Fund Direct Growth,Debt,Moderate Risk,4.0,5.12,5.23,6.37
669,Mahindra,Mahindra Manulife Low Duration Fund Direct Growth,Debt,Moderate Risk,3.0,4.74,5.22,6.4
670,Kotak,Kotak Credit Risk Fund Direct Growth,Debt,High Risk,2.0,2.08,5.2,6.58
671,SBI,SBI Magnum Low Duration Fund Direct Plan Growth,Debt,Moderate Risk,3.0,4.76,5.2,6.39
672,HDFC,HDFC Money Market Fund Direct Plan Growth,Debt,Moderate Risk,4.0,5.09,5.2,6.28
673,LIC,LIC MF Banking & PSU Debt Fund Direct Growth,Debt,Moderate Risk,3.0,3.86,5.19,6.81
674,Mirae,Mirae Asset Savings Fund Direct Plan Growth,Debt,Low to Moderate Risk,2.0,4.81,5.18,5.9
675,IDFC,IDFC Government Securities Fund Constant Maturity Direct Growth,Debt,Moderate Risk,,1.97,5.17,8.27
676,Tata,Tata Gilt Securities Fund Direct Growth,Debt,Low to Moderate Risk,2.0,4.33,5.16,6.44
677,Invesco,Invesco India Treasury Advantage Fund Direct Growth,Debt,Low to Moderate Risk,2.0,4.54,5.16,6.43
678,IDFC,IDFC Bond Fund Income Plan Direct Growth,Debt,Moderate Risk,2.0,2.16,5.16,6.77
679,HDFC,HDFC Ultra Short Term Fund Direct Growth,Debt,Moderate Risk,4.0,4.95,5.14,
680,HDFC,HDFC Income Direct Plan Growth,Debt,Moderate Risk,3.0,3.31,5.12,5.8
681,Aditya,Aditya Birla Sun Life Retirement Fund The 50s Plan Direct Growth,Solution Oriented,Moderately High Risk,2.0,3.73,5.12,
682,Axis,Axis Ultra Short Term Fund Direct Growth,Debt,Moderate Risk,4.0,5.21,5.1,
683,DSP,DSP Corporate Bond Fund Direct Growth,Debt,Moderate Risk,2.0,2.64,5.1,
684,Tata,Tata Arbitrage Fund Direct Growth,Hybrid,Low Risk,5.0,5.0,5.08,
685,Axis,Axis Money Market Fund Direct Growth,Debt,Moderate Risk,4.0,5.1,5.08,
686,Edelweiss,Edelweiss Money Market Fund Direct Growth,Debt,Low to Moderate Risk,2.0,4.39,5.04,7.07
687,IDFC,IDFC Low Duration Fund Direct Growth,Debt,Low to Moderate Risk,2.0,4.51,5.03,6.23
688,Nippon,Nippon India Money Market Fund Direct Growth,Debt,Moderate Risk,5.0,5.25,5.03,6.24
689,DSP,DSP Low Duration Fund Direct Growth,Debt,Low to Moderate Risk,3.0,4.6,5.03,6.36
690,Indiabulls,Indiabulls Dynamic Bond Fund Direct Growth,Debt,Low to Moderate Risk,3.0,3.64,5.02,
691,JM,JM Medium to Long Duration Fund Direct Growth,Debt,Moderate Risk,2.0,2.07,5.02,2.91
692,Invesco,Invesco India Arbitrage Fund Direct Growth,Hybrid,Low Risk,5.0,5.92,5.01,5.63
693,ICICI,ICICI Prudential Money Market Direct Growth,Debt,Low to Moderate Risk,3.0,5.03,5.01,6.15
694,UTI,UTI Money Market Fund Direct Growth,Debt,Moderate Risk,4.0,5.14,5.0,6.18
695,SBI,SBI Savings Fund Direct Growth,Debt,Moderate Risk,3.0,5.0,4.99,6.21
696,Edelweiss,Edelweiss Arbitrage Fund Direct Growth,Hybrid,Low Risk,5.0,5.2,4.99,5.73
697,Indiabulls,Indiabulls Short Term Fund Direct Growth,Debt,Low to Moderate Risk,2.0,3.77,4.96,5.94
698,Kotak,Kotak Savings Fund Direct Growth,Debt,Moderate Risk,3.0,5.0,4.94,6.18
699,Mahindra,Mahindra Manulife Ultra Short Term Fund Direct Growth,Debt,Moderately Low Risk,4.0,4.96,4.93,
700,PGIM,PGIM India Ultra Short Duration Direct Growth,Debt,Low to Moderate Risk,3.0,5.06,4.92,7.29
701,Baroda,Baroda BNP Paribas Corporate Bond Fund Direct Growth,Debt,Moderate Risk,2.0,2.46,4.92,4.39
702,Invesco,Invesco India Banking & PSU Debt Fund Direct Growth,Debt,Moderate Risk,1.0,2.16,4.89,6.49
703,Quant,Quant Liquid Direct Plan Growth,Debt,Low to Moderate Risk,5.0,5.16,4.88,5.88
704,Kotak,Kotak Equity Arbitrage Fund Direct Growth,Hybrid,Low Risk,4.0,5.23,4.88,5.61
705,Nippon,Nippon India Arbitrage Fund Direct Growth,Hybrid,Low Risk,4.0,5.03,4.86,5.75
706,IDBI,IDBI Ultra Short Term Fund Direct Growth,Debt,Low to Moderate Risk,3.0,4.96,4.85,5.91
707,Tata,Tata Ultra Short Term Fund Direct Growth,Debt,Low to Moderate Risk,4.0,5.05,4.84,
708,Franklin,Franklin India Savings Fund Direct Growth,Debt,Low to Moderate Risk,3.0,4.76,4.84,6.15
709,Kotak,Kotak Money Market Fund Direct Growth,Debt,Moderate Risk,3.0,5.1,4.83,6.05
710,Taurus,Taurus Liquid Fund Super Institutional Direct Growth,Debt,Low Risk,1.0,3.24,4.81,4.59
711,Axis,Axis Arbitrage Fund Direct Growth,Hybrid,Low Risk,4.0,5.04,4.81,5.59
712,Franklin,Franklin India Government Securities Fund Direct Plan Growth,Debt,Moderate Risk,2.0,3.49,4.8,5.81
713,Sundaram,Sundaram Money Direct Growth,Debt,Low to Moderate Risk,3.0,3.38,4.79,5.71
714,ICICI,ICICI Prudential Long Term Bond Fund Direct Plan Growth,Debt,Moderate Risk,,3.65,4.78,6.84
715,Principal,Principal Retirement Savings Fund Progressive Plan Direct Growth,Solution Oriented,Moderately High Risk,,14.2,4.77,9.65
716,LIC,LIC MF Bond Fund Direct Growth,Debt,Moderate Risk,2.0,3.85,4.77,6.06
717,BOI,BOI AXA Ultra Short Duration Fund Direct Bonus,Debt,Low to Moderate Risk,2.0,3.2,4.77,5.97
718,Invesco,Invesco India Money Market Fund Direct Growth,Debt,Low to Moderate Risk,2.0,4.44,4.76,5.84
719,HSBC,HSBC Arbitrage Fund Direct Growth,Hybrid,Low Risk,4.0,4.68,4.76,5.5
720,Canara,Canara Robeco Savings Fund Direct Growth,Debt,Low to Moderate Risk,2.0,4.48,4.76,5.96
721,Baroda,Baroda BNP Paribas Ultra Short Duration Fund Direct Growth,Debt,Low to Moderate Risk,3.0,5.14,4.75,
722,Baroda,Baroda BNP Paribas Medium Duration Fund Direct Growth,Debt,Moderate Risk,2.0,3.77,4.75,3.46
723,Invesco,Invesco India Ultra Short Term Fund Direct Growth,Debt,Low to Moderate Risk,3.0,4.92,4.74,6.04
724,IDFC,IDFC Money Manager Fund Direct Growth,Debt,Low to Moderate Risk,3.0,4.89,4.74,5.71
725,SBI,SBI Magnum Ultra Short Duration Fund Direct Growth,Debt,Low to Moderate Risk,2.0,4.78,4.74,6.06
726,IDBI,IDBI Gilt Fund Direct Growth,Debt,Moderate Risk,1.0,2.35,4.73,5.11
727,Aditya,Aditya Birla Sun Life Arbitrage Fund Direct Growth,Hybrid,Low Risk,3.0,4.91,4.7,5.51
728,DSP,DSP Savings Direct Plan Growth,Debt,Moderate Risk,2.0,4.43,4.69,5.92
729,Invesco,Invesco India Gilt Fund Direct Growth,Debt,Low to Moderate Risk,1.0,4.27,4.69,6.56
730,Baroda,Baroda BNP Paribas Arbitrage Fund Direct Growth,Hybrid,Low Risk,3.0,4.56,4.68,5.55
731,UTI,UTI Arbitrage Fund Direct Growth,Hybrid,Low Risk,3.0,4.71,4.68,5.48
732,ICICI,ICICI Prudential Equity Arbitrage Direct Growth,Hybrid,Low Risk,3.0,4.89,4.67,5.48
733,HSBC,HSBC Medium to Long Duration Fund Direct Growth,Debt,Moderate Risk,2.0,2.25,4.65,6.18
